,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
5738,Southbank,85 Montague St,3,h,700000.0,VB,Cayzer,2016-06-18,1.2,3006,3,1,0,199.0,151.97,1947,Melbourne,-37.8299,144.9496,Southern Metropolitan,8400
5739,Southbank,2/66 Coventry St,2,u,660000.0,S,RT,2016-11-19,1.2,3006,2,1,1,0.0,77.0,2000,Melbourne,-37.8288,144.9679,Southern Metropolitan,8400
5741,Southbank,2005/39 Coventry St,2,u,690000.0,S,Greg,2016-04-23,1.2,3006,2,3,1,0.0,151.97,2013,Melbourne,-37.8295,144.9692,Southern Metropolitan,8400
5742,Southbank,3303/9 Power St,2,u,800000.0,PI,Marshall,2016-09-24,1.2,3006,2,2,2,0.0,73.0,2014,Melbourne,-37.8229,144.9612,Southern Metropolitan,8400
5743,Southbank,73/1 Riverside Qy,2,u,540000.0,S,Dingle,2016-09-24,1.2,3006,2,2,1,0.0,93.0,1994,Melbourne,-37.822,144.9637,Southern Metropolitan,8400
5745,Southbank,61/88 Wells St,3,u,720000.0,VB,VICPROP,2016-07-30,1.2,3006,3,2,1,0.0,112.0,1970,Melbourne,-37.8273,144.9685,Southern Metropolitan,8400
5746,Spotswood,73 The Avenue,3,h,1040000.0,S,hockingstuart,2016-09-03,7.7,3015,3,1,3,690.0,151.97,1950,Hobsons Bay,-37.8272,144.8789,Western Metropolitan,1223
5747,Spotswood,10 Raleigh St,3,h,855000.0,S,RT,2016-08-06,7.7,3015,3,1,1,326.0,112.0,1991,Hobsons Bay,-37.831,144.8884,Western Metropolitan,1223
5748,Spotswood,6 McNeilage St,2,h,832500.0,S,Jas,2016-05-07,7.7,3015,2,1,2,562.0,116.0,1950,Hobsons Bay,-37.8333,144.8868,Western Metropolitan,1223
5749,Spotswood,18 Vernier St,2,h,850000.0,S,Jas,2016-10-08,7.7,3015,2,1,2,502.0,104.0,1950,Hobsons Bay,-37.8263,144.8775,Western Metropolitan,1223
5750,Spotswood,47 Hudsons Rd,3,h,1080000.0,S,Jas,2016-09-10,7.7,3015,3,1,2,472.0,95.0,1950,Hobsons Bay,-37.8302,144.8885,Western Metropolitan,1223
5751,Spotswood,16 Watt St,4,h,1170000.0,VB,Jas,2016-12-10,7.7,3015,4,2,2,489.0,151.97,1970,Hobsons Bay,-37.8279,144.874,Western Metropolitan,1223
5752,Spotswood,24 Forrest St,3,h,927000.0,S,Williams,2016-06-12,7.7,3015,3,1,0,274.0,131.0,1910,Hobsons Bay,-37.8282,144.8856,Western Metropolitan,1223
5753,Spotswood,59 Hope St,4,h,850000.0,VB,RT,2016-11-12,7.7,3015,4,2,0,389.0,158.0,1990,Hobsons Bay,-37.8284,144.8861,Western Metropolitan,1223
5754,Spotswood,13 Robb St,3,h,831000.0,S,Biggin,2016-04-16,7.7,3015,3,1,0,353.0,109.0,1890,Hobsons Bay,-37.8309,144.889,Western Metropolitan,1223
5755,Spotswood,13 Abbott St,3,h,835000.0,S,Williams,2016-09-17,7.7,3015,2,1,3,459.0,151.97,1970,Hobsons Bay,-37.8255,144.8709,Western Metropolitan,1223
5757,Spotswood,154 Hudsons Rd,4,h,1315000.0,S,hockingstuart,2016-06-18,7.7,3015,4,2,3,830.0,134.0,1920,Hobsons Bay,-37.829,144.8807,Western Metropolitan,1223
5758,Spotswood,116 The Avenue,3,h,1035000.0,S,Jas,2016-11-19,7.7,3015,3,1,2,675.0,151.97,1970,Hobsons Bay,-37.8261,144.872,Western Metropolitan,1223
5760,Spotswood,14A Kernot St,3,h,775000.0,S,McGrath,2017-02-25,7.7,3015,3,1,1,435.0,151.97,1970,Hobsons Bay,-37.8279,144.873,Western Metropolitan,1223
5761,Spotswood,27 The Avenue,3,h,1016000.0,SP,Jas,2016-07-26,7.7,3015,3,1,1,320.0,134.0,1940,Hobsons Bay,-37.8277,144.8841,Western Metropolitan,1223
5763,Spotswood,66 The Avenue,3,h,1070000.0,S,Village,2016-11-27,7.7,3015,2,1,2,526.0,127.0,1950,Hobsons Bay,-37.8267,144.8779,Western Metropolitan,1223
5764,Spotswood,59 Hope St,4,h,871500.0,PI,Jas,2016-08-28,7.7,3015,4,2,0,389.0,158.0,1990,Hobsons Bay,-37.8284,144.8861,Western Metropolitan,1223
5765,St Kilda,1/170 Barkly St,2,u,509000.0,S,hockingstuart,2016-09-03,6.1,3182,2,1,1,0.0,151.97,1970,Port Phillip,-37.8679,144.9813,Southern Metropolitan,13240
5767,St Kilda,1/76 Carlisle St,2,u,430000.0,S,Woodards,2016-12-03,6.1,3182,2,1,1,0.0,71.0,1970,Port Phillip,-37.8675,144.9851,Southern Metropolitan,13240
5768,St Kilda,8/15 Herbert St,2,u,640000.0,S,hockingstuart,2016-12-03,6.1,3182,2,1,1,1055.0,151.97,1970,Port Phillip,-37.8715,144.9827,Southern Metropolitan,13240
5770,St Kilda,33/1 St Kilda Rd,2,u,575000.0,SP,hockingstuart,2016-12-03,6.1,3182,2,1,1,0.0,75.0,1970,Port Phillip,-37.8573,144.9825,Southern Metropolitan,13240
5771,St Kilda,10/81 Alma Rd,2,u,495000.0,PI,Buxton,2017-03-04,6.1,3182,2,1,1,0.0,74.0,1970,Port Phillip,-37.8616,144.9907,Southern Metropolitan,13240
5775,St Kilda,59 Clyde St,3,h,1891000.0,S,Marshall,2017-03-04,6.1,3182,3,2,3,384.0,123.0,1915,Port Phillip,-37.8645,144.9805,Southern Metropolitan,13240
5776,St Kilda,48 Greeves St,4,h,2000000.0,VB,Gary,2017-03-04,6.1,3182,4,2,3,420.0,160.0,1910,Port Phillip,-37.8667,144.9832,Southern Metropolitan,13240
5780,St Kilda,7 Victoria St,3,h,2000000.0,VB,Wilson,2017-03-04,6.1,3182,3,2,2,176.0,192.0,1880,Port Phillip,-37.8641,144.9739,Southern Metropolitan,13240
5782,St Kilda,10/69 Wellington St,2,u,685000.0,S,Greg,2017-03-04,6.1,3182,2,2,2,0.0,102.0,1999,Port Phillip,-37.8568,144.9873,Southern Metropolitan,13240
5784,St Kilda,2/63 Carlisle St,2,u,465000.0,S,Marshall,2016-06-04,6.1,3182,2,1,1,0.0,151.97,1960,Port Phillip,-37.8676,144.9834,Southern Metropolitan,13240
5785,St Kilda,7/1 St Kilda Rd,3,u,616000.0,S,Pride,2016-06-04,6.1,3182,2,2,2,0.0,115.0,1995,Port Phillip,-37.8573,144.9825,Southern Metropolitan,13240
5786,St Kilda,74 Chapel St,2,h,875000.0,S,Noel,2016-08-06,6.1,3182,2,1,0,94.0,151.97,1970,Port Phillip,-37.867,144.991,Southern Metropolitan,13240
5789,St Kilda,20/62 Wellington St,1,u,450000.0,SP,McGrath,2016-05-07,6.1,3182,1,1,1,0.0,151.97,1970,Port Phillip,-37.8571,144.987,Southern Metropolitan,13240
5791,St Kilda,2/19 Eildon Rd,3,t,1400000.0,VB,McGrath,2016-11-07,6.1,3182,3,2,2,128.0,183.0,2002,Port Phillip,-37.8624,144.9768,Southern Metropolitan,13240
5792,St Kilda,6/4 Gurner St,2,u,455000.0,S,Domain,2016-11-07,6.1,3182,2,1,1,0.0,151.97,1970,Port Phillip,-37.8619,144.9802,Southern Metropolitan,13240
5799,St Kilda,25/69 Wellington St,2,u,542500.0,PI,McGrath,2016-09-10,6.1,3182,2,1,1,0.0,151.97,1970,Port Phillip,-37.8568,144.9873,Southern Metropolitan,13240
5803,St Kilda,77 Spenser St,3,h,1900000.0,S,Pride,2016-12-10,6.1,3182,3,2,2,289.0,122.0,1979,Port Phillip,-37.8726,144.9782,Southern Metropolitan,13240
5804,St Kilda,216/5 Alma Rd,1,u,475000.0,SP,Buxton,2017-02-11,6.1,3182,1,1,1,0.0,151.97,1970,Port Phillip,-37.8605,144.9834,Southern Metropolitan,13240
5805,St Kilda,12/352 Canterbury Rd,2,u,390000.0,VB,Buxton,2017-02-11,6.1,3182,2,1,1,0.0,73.0,2000,Port Phillip,-37.859,144.9767,Southern Metropolitan,13240
5808,St Kilda,5/171 Fitzroy St,2,u,690000.0,VB,hockingstuart,2016-06-12,6.1,3182,2,1,0,0.0,100.0,1970,Port Phillip,-37.8579,144.981,Southern Metropolitan,13240
5810,St Kilda,3/11 Burnett St,1,u,420000.0,SP,Wilson,2016-11-12,6.1,3182,1,1,0,954.0,151.97,1945,Port Phillip,-37.8612,144.9804,Southern Metropolitan,13240
5813,St Kilda,3/15 Mitchell St,2,u,570000.0,S,Pride,2016-11-12,6.1,3182,2,1,1,628.0,151.97,1960,Port Phillip,-37.8681,144.9844,Southern Metropolitan,13240
5814,St Kilda,301/8 Blanche St,2,u,540000.0,SP,McGrath,2016-08-13,6.1,3182,2,1,1,0.0,70.0,2003,Port Phillip,-37.8653,144.9824,Southern Metropolitan,13240
5815,St Kilda,14/31 Burnett St,2,u,475000.0,SP,McGrath,2016-08-13,6.1,3182,2,1,1,0.0,83.0,1970,Port Phillip,-37.8604,144.9817,Southern Metropolitan,13240
5816,St Kilda,307/2 Chaucer St,1,u,335000.0,SP,Wilson,2016-08-13,6.1,3182,1,1,0,0.0,151.97,2013,Port Phillip,-37.8682,144.9782,Southern Metropolitan,13240
5817,St Kilda,20/220 Barkly St,2,u,570000.0,PI,Buxton,2016-05-14,6.1,3182,2,2,1,0.0,70.0,2000,Port Phillip,-37.8709,144.9807,Southern Metropolitan,13240
5818,St Kilda,201/8 Blanche St,2,u,561000.0,S,hockingstuart,2016-05-14,6.1,3182,2,1,1,0.0,151.97,1970,Port Phillip,-37.8653,144.9824,Southern Metropolitan,13240
5820,St Kilda,54 Pakington St,2,h,1220000.0,S,Jellis,2016-05-14,6.1,3182,2,1,1,208.0,151.97,1970,Port Phillip,-37.8659,144.9887,Southern Metropolitan,13240
5821,St Kilda,52 Blanche St,3,h,920000.0,PI,Marshall,2016-10-15,6.1,3182,3,2,2,124.0,134.0,2000,Port Phillip,-37.8656,144.9851,Southern Metropolitan,13240
5822,St Kilda,21/127 Grey St,1,u,330000.0,SA,hockingstuart,2016-10-15,6.1,3182,1,1,1,653.0,151.97,1970,Port Phillip,-37.8642,144.9814,Southern Metropolitan,13240
5823,St Kilda,3/38 Barkly St,2,u,503500.0,S,Buxton,2016-04-16,6.1,3182,2,1,1,683.0,72.0,1940,Port Phillip,-37.8594,144.9828,Southern Metropolitan,13240
5824,St Kilda,4/58 Grey St,2,u,580000.0,PI,McGrath,2016-04-16,6.1,3182,2,1,0,0.0,95.0,1930,Port Phillip,-37.8617,144.9796,Southern Metropolitan,13240
5825,St Kilda,17/51 Chapel St,1,u,360000.0,S,McGrath,2016-07-16,6.1,3182,1,1,1,0.0,151.97,1970,Port Phillip,-37.8627,144.9912,Southern Metropolitan,13240
5826,St Kilda,416/163 Fitzroy St,1,u,320000.0,VB,LITTLE,2016-07-16,6.1,3182,1,2,1,0.0,151.97,2013,Port Phillip,-37.8587,144.9797,Southern Metropolitan,13240
5829,St Kilda,8/98 Barkly St,3,h,1120000.0,PI,hockingstuart,2017-03-18,6.1,3182,3,2,2,1039.0,133.0,2006,Port Phillip,-37.8638,144.982,Southern Metropolitan,13240
5831,St Kilda,4/3 Eildon Ct,2,u,582000.0,S,Gary,2017-03-18,6.1,3182,2,1,0,0.0,151.97,1955,Port Phillip,-37.8619,144.9771,Southern Metropolitan,13240
5833,St Kilda,37/3 Herbert St,1,u,366000.0,S,hockingstuart,2017-03-18,6.1,3182,1,1,0,0.0,151.97,1970,Port Phillip,-37.8706,144.9821,Southern Metropolitan,13240
5834,St Kilda,26 Nelson St,2,h,808000.0,S,Biggin,2017-03-18,6.1,3182,2,1,0,124.0,151.97,1908,Port Phillip,-37.8562,144.9848,Southern Metropolitan,13240
5835,St Kilda,25 Smith St,2,h,1316000.0,S,Gary,2017-03-18,6.1,3182,2,1,0,215.0,151.97,1970,Port Phillip,-37.869,144.9826,Southern Metropolitan,13240
5836,St Kilda,1/260 St Kilda Rd,2,u,640000.0,S,Gary,2017-03-18,6.1,3182,2,1,1,0.0,151.97,1970,Port Phillip,-37.8635,144.9857,Southern Metropolitan,13240
5837,St Kilda,7/104 Barkly St,2,u,785000.0,PI,McGrath,2016-06-18,6.1,3182,2,2,2,0.0,98.0,2006,Port Phillip,-37.8647,144.9819,Southern Metropolitan,13240
5840,St Kilda,2/16 Charnwood Rd,2,u,650000.0,PI,Charlton,2016-06-18,6.1,3182,2,1,0,822.0,70.0,1930,Port Phillip,-37.8585,144.9854,Southern Metropolitan,13240
5841,St Kilda,5/46 Greeves St,2,u,431000.0,S,McGrath,2016-06-18,6.1,3182,2,1,1,0.0,71.0,1940,Port Phillip,-37.8665,144.9833,Southern Metropolitan,13240
5843,St Kilda,104/13 Wellington St,2,u,575000.0,S,Buxton,2016-06-18,6.1,3182,2,2,1,0.0,78.0,2013,Port Phillip,-37.8562,144.9844,Southern Metropolitan,13240
5844,St Kilda,5/47 Acland St,2,u,757500.0,S,Gary,2016-11-19,6.1,3182,2,1,1,0.0,151.97,1970,Port Phillip,-37.865,144.9761,Southern Metropolitan,13240
5845,St Kilda,4/66 Alma Rd,2,u,535000.0,PI,McGrath,2016-11-19,6.1,3182,2,1,1,0.0,151.97,1970,Port Phillip,-37.861,144.9891,Southern Metropolitan,13240
5846,St Kilda,4/267 Barkly St,2,u,610000.0,PI,hockingstuart,2016-11-19,6.1,3182,2,1,1,0.0,151.97,1970,Port Phillip,-37.8722,144.98,Southern Metropolitan,13240
5849,St Kilda,13/60 Carlisle St,1,u,420000.0,S,Cayzer,2016-05-22,6.1,3182,1,1,1,0.0,151.97,1970,Port Phillip,-37.8674,144.9839,Southern Metropolitan,13240
5851,St Kilda,1/155 Fitzroy St,1,u,360000.0,S,Gary,2016-08-22,6.1,3182,1,1,1,400.0,151.97,1970,Port Phillip,-37.859,144.9792,Southern Metropolitan,13240
5852,St Kilda,5/170 St Kilda Rd,2,u,450000.0,VB,hockingstuart,2016-08-22,6.1,3182,2,1,1,841.0,151.97,2006,Port Phillip,-37.8612,144.985,Southern Metropolitan,13240
5853,St Kilda,5/42 Grey St,2,u,535000.0,S,Greg,2016-04-23,6.1,3182,2,1,1,0.0,70.0,1930,Port Phillip,-37.8614,144.9793,Southern Metropolitan,13240
5854,St Kilda,64 Havelock St,2,h,1200500.0,S,hockingstuart,2016-09-24,6.1,3182,2,1,0,201.0,83.0,1915,Port Phillip,-37.8654,144.9809,Southern Metropolitan,13240
5855,St Kilda,602/13 Wellington St,2,u,565000.0,VB,Eview,2016-09-24,6.1,3182,2,2,1,0.0,76.0,2013,Port Phillip,-37.8562,144.9844,Southern Metropolitan,13240
5856,St Kilda,9/12 Acland St,1,u,452000.0,S,RT,2017-02-25,6.1,3182,1,1,1,0.0,151.97,1970,Port Phillip,-37.8631,144.9749,Southern Metropolitan,13240
5858,St Kilda,15/289 Barkly St,2,u,482300.0,S,Kay,2017-02-25,6.1,3182,2,1,0,0.0,151.97,1970,Port Phillip,-37.8735,144.9798,Southern Metropolitan,13240
5859,St Kilda,1/160 Carlisle St,2,u,902000.0,S,Marshall,2017-02-25,6.1,3182,2,1,0,0.0,108.0,1920,Port Phillip,-37.8681,144.9894,Southern Metropolitan,13240
5861,St Kilda,18 Odessa St,2,h,1435000.0,SP,Marshall,2017-02-25,6.1,3182,2,1,1,225.0,151.97,1970,Port Phillip,-37.8625,144.9888,Southern Metropolitan,13240
5862,St Kilda,301/182 Barkly St,2,u,750000.0,SP,Whiting,2016-07-26,6.1,3182,2,2,1,0.0,105.0,2009,Port Phillip,-37.8686,144.9812,Southern Metropolitan,13240
5863,St Kilda,66 Clyde St,2,h,1365000.0,S,Whiting,2016-07-26,6.1,3182,2,1,1,361.0,123.0,1910,Port Phillip,-37.8646,144.98,Southern Metropolitan,13240
5865,St Kilda,311/13 Wellington St,2,u,470000.0,VB,Jas,2016-07-26,6.1,3182,2,1,1,0.0,151.97,1970,Port Phillip,-37.8562,144.9844,Southern Metropolitan,13240
5866,St Kilda,35 Pakington St,3,h,1678000.0,S,McGrath,2016-06-27,6.1,3182,3,2,2,361.0,171.0,2016,Port Phillip,-37.8663,144.9882,Southern Metropolitan,13240
5868,St Kilda,21/352 Canterbury Rd,2,u,500000.0,SP,Whiting,2016-11-27,6.1,3182,2,2,2,0.0,104.0,2000,Port Phillip,-37.859,144.9767,Southern Metropolitan,13240
5870,St Kilda,4/51 Spenser St,2,u,760000.0,S,Woodards,2016-11-27,6.1,3182,2,1,0,0.0,95.0,1930,Port Phillip,-37.8718,144.9776,Southern Metropolitan,13240
5871,St Kilda,18/170 St Kilda Rd,3,u,720000.0,SP,Wilson,2016-11-27,6.1,3182,3,1,1,0.0,151.97,1970,Port Phillip,-37.8612,144.985,Southern Metropolitan,13240
5872,St Kilda,13/62 Wellington St,1,u,461000.0,SP,McGrath,2016-11-27,6.1,3182,1,1,1,0.0,151.97,1970,Port Phillip,-37.8571,144.987,Southern Metropolitan,13240
5873,St Kilda,5/69 Wellington St,2,u,580000.0,PI,McGrath,2016-11-27,6.1,3182,2,1,1,1155.0,102.0,1995,Port Phillip,-37.8568,144.9873,Southern Metropolitan,13240
5874,St Kilda,2/79 Barkly St,2,u,700000.0,S,Whiting,2016-05-28,6.1,3182,2,1,1,0.0,151.97,1970,Port Phillip,-37.8626,144.9818,Southern Metropolitan,13240
5876,St Kilda,71 Carlisle St,3,h,1030000.0,S,Jellis,2016-05-28,6.1,3182,3,1,1,292.0,151.97,1970,Port Phillip,-37.8677,144.984,Southern Metropolitan,13240
5878,St Kilda,247 Barkly St,3,h,1225000.0,S,McGrath,2016-08-28,6.1,3182,3,1,1,248.0,151.97,2000,Port Phillip,-37.8714,144.9802,Southern Metropolitan,13240
5879,St Kilda,77/151 Fitzroy St,1,u,400000.0,S,Pride,2016-08-28,6.1,3182,1,1,1,0.0,151.97,1970,Port Phillip,-37.8591,144.97899999999996,Southern Metropolitan,13240
5880,St Kilda,10/1 St Kilda Rd,1,u,435000.0,SP,Buxton,2016-08-28,6.1,3182,1,1,1,0.0,69.0,1995,Port Phillip,-37.8573,144.9825,Southern Metropolitan,13240
5884,St Kilda,4/91 Wellington St,1,u,475000.0,S,Gary,2016-07-30,6.1,3182,1,1,1,0.0,151.97,1970,Port Phillip,-37.8569,144.9885,Southern Metropolitan,13240
5885,Strathmore,78 Hillsyde Pde,3,h,905000.0,S,Considine,2016-09-03,9.7,3041,3,2,2,662.0,151.97,1970,Moonee Valley,-37.7356,144.9242,Western Metropolitan,3284
5886,Strathmore,27 Woolart St,4,h,1052000.0,S,Considine,2016-09-03,9.7,3041,4,2,2,699.0,151.97,1970,Moonee Valley,-37.7207,144.9073,Western Metropolitan,3284
5887,Strathmore,43 Woolart St,4,h,1015000.0,S,Considine,2016-08-06,9.7,3041,3,2,1,794.0,151.97,1970,Moonee Valley,-37.7196,144.9062,Western Metropolitan,3284
5888,Strathmore,49 Glenview Rd,4,h,1265000.0,S,Brad,2016-05-07,9.7,3041,3,1,1,649.0,151.97,1950,Moonee Valley,-37.7367,144.9204,Western Metropolitan,3284
5889,Strathmore,56 Hillsyde Pde,3,h,1025000.0,S,Considine,2016-05-07,9.7,3041,3,2,1,654.0,180.0,1950,Moonee Valley,-37.7369,144.9251,Western Metropolitan,3284
5890,Strathmore,8 Upland Rd,3,h,1430000.0,S,Paul,2016-05-07,9.7,3041,3,1,1,694.0,158.0,1950,Moonee Valley,-37.7411,144.9262,Western Metropolitan,3284
5891,Strathmore,27 Henshall Rd,3,h,1330000.0,S,Considine,2016-09-10,9.7,3041,3,2,1,606.0,159.0,1950,Moonee Valley,-37.7378,144.9168,Western Metropolitan,3284
5893,Strathmore,39 Loeman St,2,h,1321000.0,S,Nelson,2016-12-10,9.7,3041,2,1,1,703.0,151.97,1970,Moonee Valley,-37.7346,144.9204,Western Metropolitan,3284
5895,Strathmore,34 Woodland St,3,h,1194000.0,S,Nelson,2017-02-11,9.7,3041,3,1,2,650.0,143.0,1930,Moonee Valley,-37.7436,144.9308,Western Metropolitan,3284
5897,Strathmore,355 Napier St,4,h,1300000.0,PI,Nelson,2016-11-12,9.7,3041,4,3,2,0.0,160.0,1970,Moonee Valley,-37.7337,144.9184,Western Metropolitan,3284
5899,Strathmore,61 Mascoma St,3,h,1150000.0,SP,Nelson,2016-10-15,9.7,3041,3,2,3,696.0,164.0,1950,Moonee Valley,-37.7261,144.9171,Western Metropolitan,3284
5900,Strathmore,13 Woolart St,3,h,910000.0,S,Nelson,2016-10-15,9.7,3041,3,1,2,692.0,117.0,1960,Moonee Valley,-37.7217,144.9074,Western Metropolitan,3284
5903,Strathmore,2/13 Fenacre St,3,h,622500.0,S,Barry,2016-07-16,9.7,3041,3,2,2,254.0,127.0,2004,Moonee Valley,-37.7302,144.9167,Western Metropolitan,3284
5905,Strathmore,34 Lind St,4,t,995000.0,SP,Nelson,2017-03-18,9.7,3041,4,3,1,260.0,151.97,1970,Moonee Valley,-37.7319,144.9195,Western Metropolitan,3284
5911,Strathmore,138a Lebanon St,2,h,630000.0,S,Barry,2016-05-22,9.7,3041,3,2,1,378.0,106.0,2000,Moonee Valley,-37.7245,144.9097,Western Metropolitan,3284
5912,Strathmore,59 Glenview Rd,3,h,1205000.0,SP,Nelson,2016-04-23,9.7,3041,3,1,2,650.0,151.97,1970,Moonee Valley,-37.736,144.9202,Western Metropolitan,3284
5913,Strathmore,11/2 Mascoma St,2,h,535000.0,S,Considine,2016-04-23,9.7,3041,2,1,1,151.0,151.97,1970,Moonee Valley,-37.7296,144.9234,Western Metropolitan,3284
5914,Strathmore,16 Wendora St,3,h,1075000.0,S,Nelson,2016-09-24,9.7,3041,3,2,1,752.0,151.97,1970,Moonee Valley,-37.7303,144.9198,Western Metropolitan,3284
5915,Strathmore,13 Willonga St,3,h,1000000.0,SP,Brad,2017-02-25,9.7,3041,3,1,2,697.0,151.97,1970,Moonee Valley,-37.7273,144.917,Western Metropolitan,3284
5916,Strathmore,2 Head St,3,h,1400000.0,S,Nelson,2016-07-26,9.7,3041,4,1,2,656.0,151.97,1970,Moonee Valley,-37.7373,144.9217,Western Metropolitan,3284
5917,Strathmore,9 Bruce St,4,h,920000.0,VB,Pagan,2016-06-27,9.7,3041,4,1,1,390.0,151.97,1970,Moonee Valley,-37.7413,144.9163,Western Metropolitan,3284
5919,Strathmore,220 Napier St,3,h,1160000.0,S,Barry,2016-06-27,9.7,3041,3,1,1,651.0,151.97,1970,Moonee Valley,-37.7416,144.9204,Western Metropolitan,3284
5921,Strathmore,164 Lebanon St,3,t,600000.0,PI,Nelson,2016-08-28,9.7,3041,4,3,2,717.0,151.97,1970,Moonee Valley,-37.7234,144.9077,Western Metropolitan,3284
5923,Strathmore,42 Henshall Rd,3,h,1285000.0,S,Nelson,2016-07-30,9.7,3041,3,2,2,616.0,151.97,1970,Moonee Valley,-37.7373,144.9155,Western Metropolitan,3284
5924,Sunshine,1/136 Wright St,2,u,260000.0,PI,Douglas,2016-09-03,12.6,3020,2,1,1,79.0,151.97,1970,Brimbank,-37.7952,144.8262,Western Metropolitan,3755
5925,Sunshine,142 Cornwall Rd,3,h,800000.0,PI,Barry,2016-12-03,12.6,3020,3,2,1,655.0,165.0,1940,Brimbank,-37.7809,144.8424,Western Metropolitan,3755
5926,Sunshine,32 Matthews St,3,h,950000.0,S,GL,2016-12-03,12.6,3020,3,1,1,700.0,145.0,1960,Brimbank,-37.7933,144.8411,Western Metropolitan,3755
5927,Sunshine,11 Thomson St,3,h,625000.0,S,Barry,2016-12-03,12.6,3020,3,1,1,203.0,151.97,1950,Brimbank,-37.7853,144.843,Western Metropolitan,3755
5928,Sunshine,18 Tyler St,2,h,710000.0,S,Barry,2016-12-03,12.6,3020,2,1,0,457.0,151.97,1970,Brimbank,-37.7878,144.8369,Western Metropolitan,3755
5929,Sunshine,17 Barnard Ct,3,h,735000.0,S,Sweeney,2017-03-04,12.6,3020,3,1,2,539.0,151.97,1970,Brimbank,-37.7877,144.8398,Western Metropolitan,3755
5931,Sunshine,7 High St,3,h,780000.0,S,Sweeney,2017-03-04,12.6,3020,3,1,0,486.0,115.0,1943,Brimbank,-37.7886,144.8438,Western Metropolitan,3755
5932,Sunshine,1 Markstone Ct,2,h,710000.0,S,S&L,2017-03-04,12.6,3020,2,1,2,619.0,151.97,1970,Brimbank,-37.7794,144.8395,Western Metropolitan,3755
5933,Sunshine,24 Martin St,4,h,1350500.0,S,Bells,2017-03-04,12.6,3020,4,1,0,726.0,181.0,1940,Brimbank,-37.7864,144.8353,Western Metropolitan,3755
5934,Sunshine,15 Mellor St,3,h,745000.0,SP,Biggin,2017-03-04,12.6,3020,3,1,2,518.0,122.0,1960,Brimbank,-37.7802,144.8374,Western Metropolitan,3755
5935,Sunshine,2A Ritchie Ct,2,h,490000.0,S,Sweeney,2017-03-04,12.6,3020,2,1,1,322.0,151.97,1970,Brimbank,-37.7876,144.8342,Western Metropolitan,3755
5936,Sunshine,51 Ardoyne St,4,h,700000.0,PI,Douglas,2016-08-06,12.6,3020,4,2,1,807.0,151.97,1970,Brimbank,-37.7966,144.8252,Western Metropolitan,3755
5938,Sunshine,17 Snowden St,3,h,657500.0,S,Barry,2016-05-07,12.6,3020,3,1,1,513.0,116.0,1955,Brimbank,-37.7796,144.8372,Western Metropolitan,3755
5940,Sunshine,3/17 Anderson Rd,3,h,460000.0,PI,Douglas,2016-11-07,12.6,3020,3,2,1,119.0,110.0,2009,Brimbank,-37.7939,144.8261,Western Metropolitan,3755
5941,Sunshine,3 Colin St,3,h,725000.0,SP,Melbourne,2016-11-07,12.6,3020,3,1,3,534.0,151.97,1970,Brimbank,-37.7801,144.8412,Western Metropolitan,3755
5942,Sunshine,116 Cornwall Rd,3,h,620000.0,S,Douglas,2016-11-07,12.6,3020,3,1,1,376.0,151.97,1970,Brimbank,-37.7831,144.842,Western Metropolitan,3755
5943,Sunshine,143 Cornwall Rd,3,h,460000.0,S,Douglas,2016-11-07,12.6,3020,3,1,1,306.0,151.97,1970,Brimbank,-37.7807,144.842,Western Metropolitan,3755
5944,Sunshine,69a Monash St,2,u,470000.0,S,Barry,2016-11-07,12.6,3020,2,1,1,234.0,151.97,1970,Brimbank,-37.7895,144.8385,Western Metropolitan,3755
5945,Sunshine,27 Parsons St,3,h,910000.0,S,Trimson,2016-11-07,12.6,3020,3,1,1,725.0,151.97,1970,Brimbank,-37.7918,144.8419,Western Metropolitan,3755
5946,Sunshine,17 Hampshire Rd,3,h,702000.0,S,Douglas,2016-09-10,12.6,3020,3,1,1,542.0,151.97,1950,Brimbank,-37.7949,144.8303,Western Metropolitan,3755
5947,Sunshine,158 Morris St,3,h,580000.0,S,GL,2016-09-10,12.6,3020,3,1,1,469.0,151.97,1970,Brimbank,-37.7923,144.8289,Western Metropolitan,3755
5948,Sunshine,1/164 Cornwall Rd,3,u,490000.0,S,Barry,2016-12-10,12.6,3020,3,1,1,301.0,115.0,1950,Brimbank,-37.7793,144.8427,Western Metropolitan,3755
5949,Sunshine,34 Ernest St,4,h,890000.0,S,Sweeney,2016-11-12,12.6,3020,4,1,2,668.0,127.0,1930,Brimbank,-37.7796,144.845,Western Metropolitan,3755
5950,Sunshine,7 Barnett St,3,h,675000.0,S,Bells,2016-08-13,12.6,3020,3,1,1,500.0,151.97,1970,Brimbank,-37.7821,144.8456,Western Metropolitan,3755
5951,Sunshine,4/162 Cornwall Rd,2,h,425000.0,S,Barry,2016-05-14,12.6,3020,2,1,1,225.0,80.0,2000,Brimbank,-37.7795,144.8432,Western Metropolitan,3755
5952,Sunshine,3 Lynch St,3,h,715000.0,S,YPA,2016-05-14,12.6,3020,3,1,2,558.0,104.0,1925,Brimbank,-37.7807,144.8341,Western Metropolitan,3755
